51,76,93,98,105,120,137,154,169,181,186,188,188,188,186,181,178,172,163,158,143,135,126,114
66,75,80,81,84,96,112,130,151,171,180,187,191,191,188,183,176,170,163,159,149,145,139,129
71,63,57,55,55,61,73,87,106,131,146,157,164,164,158,150,136,124,118,117,117,119,120,119
62,50,42,40,35,37,45,54,66,84,97,106,112,112,106,98,82,67,62,66,73,78,84,89
53,50,48,43,33,34,41,51,59,62,64,62,65,70,67,65,56,46,44,54,63,67,68,70
56,49,43,39,32,32,37,49,61,67,66,65,70,76,73,63,53,44,42,52,68,79,80,74
57,47,41,40,41,42,46,56,67,72,70,75,83,86,81,67,58,51,47,52,61,71,76,73
65,58,52,53,60,61,64,69,74,76,75,97,114,110,93,77,70,67,64,64,66,73,82,86
80,78,73,73,81,83,84,84,83,78,81,121,149,140,107,92,88,88,90,90,92,101,110,114
92,89,86,89,95,98,100,97,89,80,90,133,166,161,120,107,107,110,113,118,131,143,148,144
97,90,89,96,105,110,111,102,87,80,102,143,174,171,131,121,125,132,137,143,156,166,164,153
93,80,78,88,98,103,102,90,79,88,119,158,185,182,146,123,126,140,149,149,159,167,161,145
90,77,73,79,85,88,86,80,81,102,137,171,194,194,161,122,111,120,130,130,139,145,142,133
94,86,82,83,84,86,84,84,92,112,146,174,195,198,169,126,100,98,108,116,127,132,133,132
103,97,97,103,106,107,105,99,96,105,137,163,179,178,156,138,122,121,136,152,165,169,163,154
105,98,97,105,112,113,109,99,88,89,110,130,142,140,126,136,142,151,168,184,189,184,170,155
102,95,95,102,108,105,97,82,69,70,85,101,109,107,102,124,145,165,184,197,196,185,168,153
98,92,91,94,92,84,72,58,50,54,66,77,81,80,81,100,125,153,177,195,192,180,162,144
94,88,86,82,69,59,50,43,40,46,55,60,61,60,62,73,92,118,150,181,184,175,154,133
87,84,79,69,55,49,48,47,46,49,58,62,61,58,60,63,72,87,113,154,172,169,150,131
87,83,78,71,59,57,59,60,60,61,68,71,71,70,71,72,72,76,92,131,158,161,138,111
78,81,83,81,75,75,76,78,80,84,90,94,98,102,105,103,95,87,93,126,151,148,121,93
62,71,79,81,82,84,86,90,96,100,104,110,119,129,136,136,124,111,111,135,150,134,102,80
48,58,66,69,72,76,83,93,102,100,101,107,119,133,144,148,141,131,131,147,150,125,91,74
